İlçe,Mahalle,Oda Sayısı,m^2,Bina Yaşı,Kat,Fiyat
 Çankaya , Birlik,4,135,21,3,30000
 Çankaya , Doğuş,3,87,26,0,35000
 Yenimahalle , Işınlar,5,190,22,6,25000
 Mamak , Abidinpaşa,4,100,30,1,16500
 Çankaya , Çamlıtepe,4,140,25,3,30000
 Çankaya , Kazım Özalp,4,130,38,1,40000
 Yenimahalle , Turgut Özal,2,45,0,1,18750
 Çankaya , Birlik,3,130,10,2,24000
 Çankaya , Cebeci,4,145,35,3,24000
 Mamak , Demirlibahçe,4,125,25,4,18000
 Çankaya , Ön Cebeci,4,100,30,0,16000
 Keçiören , Bağlarbaşı,4,125,30,6,20000
 Çankaya , Karapınar,4,130,17,1,23000
 Mamak , Saimekadın,4,110,35,4,21000
 Çankaya , Anıttepe,2,55,0,-1,25500
 Etimesgut , Eryaman,4,125,18,8,32000
 Altındağ , Örnek,3,78,25,3,9500
 Keçiören , Basınevleri,3,100,24,0,17000
 Keçiören , Etlik,4,140,5,1,15000
 Keçiören , Aşağı Eğlence,4,120,30,2,18000
 Keçiören , Bağlarbaşı,4,110,35,1,15500
 Etimesgut , Şeyh Şamil,4,135,16,5,23000
 Çankaya , Alacaatlı,3,90,10,1,33000
 Çankaya , Metin Akkuş,3,80,28,0,14000
 Yenimahalle , Demetevler,4,130,16,5,20000
 Etimesgut , Yukarıyurtçu,4,123,25,1,21000
 Çankaya , Naci Çakır,3,115,26,1,15500
 Çankaya , Emek,3,90,45,2,24000
 Çankaya , Zafertepe,2,70,0,1,19000
 Polatlı , Esentepe,4,110,23,1,9000
 Çankaya , Alacaatlı,5,175,11,7,42000
 Keçiören , Karargahtepe,3,90,30,0,15500
 Çubuk , Cumhuriyet,2,65,3,1,13000
 Yenimahalle , Batı Sitesi,2,50,0,1,24500
 Çankaya , Şehit Cevdet Özdemir,2,90,21,1,18000
 Polatlı , Şentepe,4,155,2,3,14000
 Polatlı , Cumhuriyet,2,120,25,2,9500
 Keçiören , Ayvalı,3,110,25,1,24750
 Keçiören , Kuşcağız,3,120,20,1,16000
 Altındağ , Hacettepe,2,65,16,0,20000
 Polatlı , Şehitlik,4,145,15,3,15000
 Keçiören , Etlik,4,110,30,1,18000
 Çankaya , Maltepe,2,85,31,1,25000
 Çankaya , Maltepe,2,45,5,0,20000
 Etimesgut , Şehit Osman Avcı,2,70,4,7,20000
 Çankaya , Seyranbağları,4,105,25,6,15500
 Etimesgut , Atayurt,3,84,12,-1,18500
 Çankaya , Harbiye,4,110,28,0,22000
 Polatlı , Gazi,4,135,4,3,20000
 Çankaya , İlkadım,4,120,25,1,20000
 Polatlı , Şehitlik,3,90,23,3,18500
 Keçiören , Kalaba,4,125,17,-1,15250
 Polatlı , Cumhuriyet,4,145,16,3,17000
 Çankaya , Şehit Cevdet Özdemir,4,135,20,1,25000
 Çankaya , Oğuzlar,2,70,15,2,28000
 Çankaya , Harbiye,4,125,21,3,24000
 Çankaya , Mürsel Uluç,4,140,25,2,25000
 Altındağ , Baraj,4,155,5,1,21750
 Keçiören , Yakacık,4,125,30,3,13750
 Çankaya , Birlik,4,150,15,3,34000
 Etimesgut , Tunahan,2,55,25,0,20000
 Mamak , Bahçeleriçi,4,115,15,0,16500
 Çankaya , Umut,4,120,33,2,18750
 Polatlı , Mehmet Akif,3,95,15,5,10000
 Gölbaşı , Taşpınar,2,60,0,1,22000
 Etimesgut , Kazım Karabekir,4,135,15,-1,18000
 Çankaya , Barbaros,3,95,50,4,32500
 Çankaya , İşçi Blokları,2,55,30,0,35000
 Çankaya , Ehlibeyt,4,115,21,4,27000
 Çankaya , Bayraktar,3,95,40,1,18000
 Çankaya , Çiğdem,4,110,25,1,23000
 Mamak , Akşemsettin,4,120,10,3,18000
 Mamak , Mutlu,4,125,4,2,25000
 Çankaya , Metin Oktay,4,95,22,2,20000
 Keçiören , Aktepe,4,120,20,3,15500
 Çankaya , Hilal,4,140,20,2,26000
 Polatlı , Gazi,4,125,20,4,20000
 Keçiören , 19 Mayıs,4,130,11,3,19500
 Yenimahalle , Serhat,4,125,30,2,25000
 Sincan , Alcı,5,160,5,3,11000
 Çubuk , Yavuzselim,4,135,20,3,13250
 Keçiören , Şehit Kubilay,4,125,5,1,16500
 Çankaya , Kırkkonaklar,5,165,17,1,24000
 Mamak , Küçük Kayaş,4,125,0,3,20500
 Mamak , Türközü,4,110,10,2,18000
 Polatlı , İstiklal,3,105,1,6,17000
 Sincan , 29 Ekim,4,120,0,1,22000
 Pursaklar , Yunus Emre,3,140,15,6,17000
 Polatlı , Fatih,3,135,19,0,9500
 Çankaya , Mimar Sinan,4,120,11,2,17500
 Yenimahalle , Demetevler,4,125,26,3,26500
 Çankaya , Aziziye,4,120,26,4,35000
 Çankaya , Yaşamkent,2,60,2,2,20000
 Keçiören , Yakacık,4,110,31,2,12000
 Polatlı , Şentepe,4,135,16,4,14000
 Çankaya , Fakülteler,4,120,30,1,24500
 Polatlı , Şehitlik,4,135,6,1,18500
 Mamak , Altınevler,2,55,3,4,21000
 Keçiören , Karşıyaka,4,130,9,2,13000
 Altındağ , Güneşevler,4,135,16,3,21000
 Etimesgut , Şeker,4,95,6,0,18000
 Çankaya , Sancak,3,110,31,0,26000
 Çankaya , Emek,4,120,22,2,34500
 Mamak , Şafaktepe,4,120,45,-1,15000
 Etimesgut , Şehit Osman Avcı,4,150,17,3,35000
 Çankaya , Ertuğrulgazi,4,95,35,0,21000
 Çankaya , Karapınar,4,130,30,0,18000
 Yenimahalle , Uğur Mumcu,3,95,30,3,17500
 Çankaya , Mebusevleri,3,100,40,1,23000
 Çankaya , Çamlıtepe,3,90,35,3,15000
 Çankaya , Seyranbağları,4,110,30,1,18000
 Altındağ , Örnek,3,80,50,6,11000
 Etimesgut , Devlet,4,135,15,5,25000
 Polatlı , Şehitlik,4,115,20,1,8500
 Yenimahalle , Çiğdemtepe,4,145,13,1,18000
 Çankaya , Aydınlar,4,110,28,1,18000
 Çankaya , Kavaklıdere,3,105,40,6,40000
 Çankaya , Naci Çakır,4,135,25,3,23000
 Gölbaşı , Taşpınar,2,56,1,0,25000
 Çankaya , Oran,4,100,31,2,35000
 Çankaya , Harbiye,2,75,29,1,25000
 Keçiören , Aşağı Eğlence,4,125,29,6,18000
 Kızılcahamam , Yenice,4,135,22,1,15000
 Çankaya , Ertuğrulgazi,3,90,50,1,20000
 Çankaya , Kırkkonaklar,4,118,11,0,24000
 Çankaya , Aşağı Öveçler,3,100,16,-1,16000
 Mamak , Zirvekent,3,77,12,5,9500
 Mamak , Abidinpaşa,3,100,30,1,23000
 Keçiören , 19 Mayıs,4,110,25,2,19500
 Etimesgut , Yapracık,3,95,11,3,13000
 Mamak , Zirvekent,2,50,15,0,7000
 Yenimahalle , Gazi,3,90,13,3,23000
 Keçiören , Aşağı Eğlence,4,90,42,0,13000
 Çankaya , Balgat,4,125,20,1,19000
 Akyurt , Yıldırım,4,125,5,2,10500
 Çankaya , Yaşamkent,2,45,0,5,24500
 Altındağ , Gültepe,3,105,0,7,16500
 Çankaya , Göktürk,4,120,20,3,19500
 Yenimahalle , Kuzey Yıldızı,5,170,0,5,33300
 Çankaya , Oğuzlar,3,70,2,6,35000
 Çankaya , Emek,3,75,40,1,23000
 Yenimahalle , İvedik OSB,2,90,5,1,13990
 Altındağ , Örnek,4,115,30,1,12500
 Polatlı , Cumhuriyet,4,115,30,0,20000
 Etimesgut , Göksu,4,117,16,1,25000
 Keçiören , Pınarbaşı,5,110,30,2,15000
 Çankaya , Seyranbağları,3,85,30,1,15500
 Gölbaşı , İncek,2,50,0,1,16000
 Çubuk , Dumlupınar,2,70,0,1,10500
 Çankaya , Gaziosmanpaşa,3,85,20,1,22000
 Polatlı , Mehmet Akif,4,145,4,3,18000
 Çankaya , Oğuzlar,2,50,10,1,22000
 Mamak , Derbent,4,135,2,4,16500
 Çankaya , Seyranbağları,4,165,0,3,30000
 Pursaklar , Fatih,4,115,18,1,13000
 Altındağ , Güneşevler,4,120,20,1,18000
 Altındağ , Aydınlıkevler,4,120,3,2,30000
 Altındağ , Baraj,4,116,15,0,11500
 Yenimahalle , Demetgül,2,100,23,6,21500
 Yenimahalle , Burç,4,135,10,1,19000
 Keçiören , Tepebaşı,3,125,25,1,17000
 Keçiören , Şenlik,4,107,29,3,17000
 Çubuk , Atatürk,4,135,0,0,15750
 Gölbaşı , İncek,2,80,0,3,28000
 Etimesgut , Turkuaz,3,95,11,5,12000
 Çankaya , Kırkkonaklar,5,185,21,1,31000
 Çankaya , Karapınar,4,135,16,4,30000
 Yenimahalle , Yeni Batı,3,125,21,0,21500
 Yenimahalle , Yukarı Yahyalar,4,135,11,4,21000
 Altındağ , Gültepe,4,110,10,1,16500
 Yenimahalle , Gazi,2,65,25,3,21500
 Çankaya , Umut,4,130,34,3,24500
 Keçiören , Etlik,4,125,16,-1,16500
 Çankaya , Kazım Özalp,2,60,0,-1,28500
 Polatlı , Şehitlik,4,135,25,4,9000
 Gölbaşı , İncek,3,85,0,1,25000
 Çankaya , Fakülteler,4,130,25,4,41000
 Keçiören , Ufuktepe,4,125,15,-2,12500
 Keçiören , Kavacık Subayevleri,4,125,30,1,22000
 Çankaya , Hilal,4,150,16,2,31000
 Sincan , Yunus Emre,4,105,25,1,19000
 Çankaya , İleri,3,90,35,2,17000
 Yenimahalle , Ergenekon,4,120,26,3,18000
 Çankaya , Harbiye,4,125,3,-2,26500
 Polatlı , Cumhuriyet,4,115,20,2,10000
 Sincan , 29 Ekim,4,115,17,3,16000
 Etimesgut , Atayurt,3,100,0,7,22000
 Çankaya , Kazım Özalp,5,150,11,-2,28000
 Yenimahalle , Esentepe,4,165,28,5,25000
 Gölbaşı , Bahçelievler,4,150,0,4,34000
 Polatlı , Mehmet Akif,4,140,14,5,15250
 Çankaya , Kavaklıdere,5,150,31,3,24000
 Çankaya , Alacaatlı,3,90,4,8,29500
 Gölbaşı , Şafak,4,120,4,3,27000
 Çankaya , Bayraktar,4,130,30,1,17000
 Keçiören , Yakacık,4,125,31,0,14000
 Gölbaşı , İncek,4,120,0,3,25500
 Çankaya , Bahçelievler,4,85,25,0,21000
 Çankaya , Yukarı Bahçelievler,3,80,38,1,21000
 Çankaya , Emek,3,65,40,0,21000
 Çankaya , Kavaklıdere,3,110,50,1,25000
 Çankaya , Aydınlar,4,125,30,3,25000
 Altındağ , Feridun Çelik,4,140,7,3,19000
 Sincan , Alcı,4,145,1,7,8500
 Yenimahalle , Gazi,3,70,19,1,20000
 Mamak , Altıağaç,4,116,0,0,17500
 Etimesgut , İstasyon,3,105,20,1,17500
 Sincan , Osmanlı,4,145,25,2,17000
 Mamak , Akşemsettin,4,120,7,3,19500
 Keçiören , Esertepe,4,130,20,6,22000
 Çankaya , İşçi Blokları,2,80,10,0,28000
 Mamak , Fahri Korutürk,4,115,7,0,16000
 Gölbaşı , Taşpınar,3,65,1,1,27500
 Etimesgut , Tunahan,4,127,17,6,27750
 Yenimahalle , Gazi,2,45,3,1,23500
 Çankaya , Mürsel Uluç,4,120,11,4,24000
 Gölbaşı , Taşpınar,3,90,1,1,30000
 Yenimahalle , Batı Sitesi,2,65,0,2,25000
 Keçiören , Kavacık Subayevleri,4,115,30,1,15000
 Yenimahalle , Demetlale,4,110,30,3,15000
 Çankaya , Yıldızevler,5,190,21,5,45000
 Mamak , Şafaktepe,3,100,42,1,17000
 Çubuk , Esenboğa Merkez,2,57,1,4,11500
 Polatlı , Şentepe,4,120,20,1,13500
 Çankaya , Yukarı Bahçelievler,3,70,35,3,27500
 Çankaya , Sokullu Mehmet Paşa,4,140,20,-1,19000
 Gölbaşı , Seğmenler,4,110,11,2,19000
 Yenimahalle , Demetevler,4,125,30,2,18750
 Mamak , Çağlayan,3,85,25,0,25000
 Polatlı , Cumhuriyet,4,135,8,1,12000
 Çankaya , Kızılay,3,90,30,2,27500
 Çankaya , Anıttepe,4,125,31,4,28000
 Keçiören , Aşağı Eğlence,4,130,35,2,26500
 Keçiören , Aşağı Eğlence,4,125,28,6,18000
 Çankaya , Çamlıtepe,4,130,35,3,25000
 Polatlı , Cumhuriyet,4,160,20,2,14500
 Polatlı , Zafer,5,180,0,4,21000
 Çankaya , Korkutreis,4,110,30,3,25000
 Altındağ , Feridun Çelik,4,150,1,1,15500
 Çankaya , Emek,3,65,40,0,21000
 Keçiören , Kavacık Subayevleri,3,95,30,1,13000
 Sincan , Saraycık,4,132,0,4,20000
 Çankaya , Kırkkonaklar,4,110,11,0,24000
 Akyurt , Yıldırım,4,145,11,2,10000
 Keçiören , Tepebaşı,5,155,25,1,22000
 Etimesgut , Şehit Osman Avcı,2,60,7,1,18000
 Keçiören , Tepebaşı,4,125,30,3,17000
 Keçiören , Adnan Menderes,4,138,1,4,28500
 Mamak , General Zeki Doğan,4,130,30,2,20000
 Yenimahalle , Çiğdemtepe,4,160,10,6,25000
 Yenimahalle , Ergazi,4,100,30,5,29000
 Polatlı , Şehitlik,4,140,25,3,15000
 Etimesgut , Yeni Bağlıca,3,100,0,2,25000
 Mamak , Balkiraz,4,150,21,3,18000
 Sincan , Plevne,4,120,15,3,14000
 Keçiören , Şehit Kubilay,4,125,5,-1,16500
 Çankaya , Yukarı Dikmen,2,55,0,1,25000
 Keçiören , Kavacık Subayevleri,4,120,30,1,21000
 Gölbaşı , Karşıyaka,4,140,0,3,29000
 Yenimahalle , Kaletepe,4,160,10,4,25000
 Çankaya , Güzeltepe,4,140,26,-1,32000
 Çankaya , Yukarı Dikmen,3,90,5,1,32000
 Sincan , Alcı,4,160,5,3,22000
 Polatlı , Şehitlik,4,135,15,1,14500
 Yenimahalle , Demetlale,4,125,35,3,15000
 Polatlı , Cumhuriyet,4,125,30,3,10000
 Çubuk , Yenice,3,60,0,2,12000
 Çankaya , Emek,4,130,35,3,25000
 Çankaya , Mürsel Uluç,4,120,25,3,20000
 Çubuk , Yıldırım Beyazıt,4,140,15,3,12500
 Yenimahalle , Mehmet Akif Ersoy,4,125,16,2,26000
 Çankaya , Cebeci,3,120,31,1,19500
 Sincan , Mevlana,3,110,0,8,23000
 Kahramankazan , Kayı,4,175,16,4,13500
 Keçiören , Etlik,4,135,16,1,21000
 Yenimahalle , Çarşı,4,120,26,1,30000
 Çankaya , Aşağı Öveçler,4,160,20,3,28000
 Çankaya , Çamlıtepe,3,90,35,6,15000
 Çankaya , İlkadım,4,120,20,1,23000
 Mamak , Şahintepe,4,135,11,3,15200
 Sincan , 29 Ekim,4,114,17,3,16000
 Mamak , Şehit Cengiz Topel,4,140,2,2,24000
 Sincan , Fevzi Çakmak,4,135,0,4,19500
 Keçiören , Tepebaşı,4,130,35,6,20000
 Yenimahalle , Demetgül,4,130,35,6,25000
 Mamak , Demirlibahçe,4,100,40,3,18000
 Gölbaşı , Kızılcaşar,3,165,0,1,39900
 Keçiören , Uyanış,5,170,10,2,25000
 Çankaya , Akpınar,5,190,11,4,40000
 Altındağ , Örnek,3,78,35,4,7000
 Çankaya , Bademlidere,4,130,20,3,23000
 Çankaya , Çamlıtepe,4,120,35,1,35000
 Yenimahalle , Esentepe,4,125,20,1,25500
 Mamak , Zirvekent,2,51,8,3,6500
 Gölbaşı , İncek,3,75,0,1,16000
 Etimesgut , 30 Ağustos,4,130,15,1,18500
 Gölbaşı , İncek,2,55,0,1,22000
 Gölbaşı , Tulumtaş,3,99,3,2,27000
 Çankaya , Aşağı Öveçler,4,120,25,1,23000
 Çankaya , Umut,3,100,33,3,15500
 Yenimahalle , Yunus Emre,3,120,23,6,17000
 Yenimahalle , Yakacık,5,170,0,3,25000
 Gölbaşı , Taşpınar,3,90,1,1,30000
 Çankaya , Bayraktar,3,80,21,1,15500
 Etimesgut , Şeker,4,100,8,0,15000
 Çankaya , Anıttepe,3,90,30,0,22000
 Altındağ , Aydınlıkevler,3,85,40,1,15000
 Sincan , Tandoğan,3,110,25,2,18000
 Çankaya , Üniversiteler,4,144,26,6,40000
 Çankaya , Akpınar,4,120,25,5,21000
 Keçiören , Adnan Menderes,4,160,24,3,22000
 Mamak , Balkiraz,4,110,40,2,10000
 Etimesgut , Erler,5,179,16,4,45000
 Altındağ , Örnek,3,90,40,3,10000
 Keçiören , İncirli,4,120,25,1,18000
 Mamak , Demirlibahçe,3,100,40,1,17000
 Etimesgut , Bağlıca,5,165,0,1,42000
 Çankaya , Kültür,4,115,52,1,24000
 Keçiören , Ayvalı,2,110,30,1,17000
 Çankaya , Ön Cebeci,4,120,35,3,32000
 Çankaya , Şehit Cevdet Özdemir,4,125,25,1,25000
 Keçiören , Yakacık,4,120,35,6,17500
 Polatlı , Şehitlik,3,100,18,0,10000
 Altındağ , Gültepe,3,105,0,3,16000
 Etimesgut , Altay,2,60,30,2,17000
 Çankaya , Mürsel Uluç,4,120,16,2,25000
 Çankaya , Esatoğlu,4,125,10,-1,21500
 Mamak , Şahap Gürler,4,125,10,1,16000
 Gölbaşı , İncek,2,65,1,1,22000
 Mamak , Demirlibahçe,4,110,35,3,17000
 Mamak , Aşık Veysel,4,100,40,4,15000
 Polatlı , İstiklal,4,160,10,1,13000
 Çankaya , Anıttepe,5,130,31,1,30500
 Çankaya , Kültür,4,110,31,1,23000
 Yenimahalle , Yeni Batı,4,110,35,4,19000
 Mamak , Balkiraz,4,115,39,3,17500
 Altındağ , Güneşevler,4,168,6,3,35000
 Çankaya , Emek,3,65,33,-1,16000
 Etimesgut , Turkuaz,3,95,11,1,16000
 Çankaya , Emek,4,110,35,3,26000
 Mamak , Abidinpaşa,3,80,35,-1,20000
 Çankaya , Bahçelievler,4,140,35,3,30000
 Etimesgut , Göksu,4,110,17,1,25000
 Akyurt , Yeşiltepe,3,115,5,1,9750
 Gölbaşı , İncek,3,75,0,1,20000
 Çankaya , Birlik,3,110,10,3,30000
 Altındağ , Zübeyde Hanım,4,100,30,2,15000
 Mamak , Zirvekent,3,90,10,7,10300
 Yenimahalle , Burç,4,150,9,6,25000
 Çankaya , Alacaatlı,2,70,0,4,25500
 Keçiören , Tepebaşı,4,120,30,3,22000
 Gölbaşı , İncek,4,85,0,6,17500
 Keçiören , Köşk,4,130,22,2,15500
 Altındağ , Gültepe,4,125,15,4,16500
 Gölbaşı , İncek,3,90,0,6,23000
 Yenimahalle , Yeni Batı,4,120,30,3,21000
 Yenimahalle , Kentkoop,4,110,20,2,22000
 Çankaya , Harbiye,4,135,25,1,23000
 Çubuk , Yıldırım Beyazıt,2,55,0,1,8250
 Gölbaşı , Kızılcaşar,2,105,0,-1,25000
 Polatlı , Cumhuriyet,4,120,25,4,12000
 Keçiören , Şefkat,4,110,30,1,13500
 Çankaya , Ayrancı,4,135,36,2,32000
 Etimesgut , Kazım Karabekir,4,125,17,2,17500
 Çankaya , Kazım Özalp,4,150,26,1,35000
 Sincan , Selçuklu,4,110,16,1,15000
 Çankaya , Huzur,4,125,16,1,20000
 Yenimahalle , Yeniçağ,5,165,35,6,20000
 Polatlı , Fatih,2,85,16,4,10000
 Polatlı , Şentepe,4,135,25,3,13750
 Mamak , Akşemsettin,4,120,15,-1,13000
 Çankaya , Konutkent,2,70,10,3,34500
 Sincan , Pınarbaşı,4,120,16,3,24500
 Çubuk , Yavuzselim,4,135,15,1,9500
 Kahramankazan , Fatih,5,180,4,5,20900
 Mamak , Misket,4,120,15,1,18000
 Keçiören , Bademlik,3,105,14,1,17500
 Çankaya , Cebeci,4,115,35,3,32000
 Keçiören , Sancaktepe,4,130,15,3,18000
 Mamak , Diriliş,3,90,11,8,25000
 Çankaya , Harbiye,4,120,30,1,21500
 Mamak , Zirvekent,2,65,5,2,10000
 Çankaya , İlkadım,4,105,26,1,28000
 Yenimahalle , Turgut Özal,4,130,11,7,26500
 Çankaya , Çamlıtepe,4,110,35,6,20000
 Çankaya , Akpınar,2,75,5,1,16500
 Keçiören , Etlik,4,120,35,3,23000
 Gölbaşı , Seğmenler,3,85,4,2,27000
 Çankaya , Aşağı Öveçler,4,110,25,3,22000
 Keçiören , Adnan Menderes,4,135,22,6,18000
 Çubuk , Esenboğa Merkez,3,67,1,5,14500
 Çankaya , Huzur,4,135,20,3,24449
 Mamak , Diriliş,4,135,10,3,18500
 Çankaya , Hilal,4,135,16,1,26000
 Yenimahalle , Batı Sitesi,2,55,0,4,25000
 Yenimahalle , Gayret,3,85,35,4,17000
 Çankaya , Prof. Dr. Ahmet Taner Kışlalı,2,55,8,1,20000
 Mamak , Kutlu,4,150,11,0,16500
 Keçiören , Kafkas,4,120,11,2,16000
 Sincan , Malazgirt,4,130,12,3,16500
 Mamak , Boğaziçi,4,120,1,1,18500
 Akyurt , Yeşiltepe,4,135,5,1,12500
 Altındağ , Aydınlıkevler,4,120,35,2,18500
 Mamak , Tuzluçayır,4,110,30,3,15000
 Çankaya , Birlik,3,140,4,0,45000
 Keçiören , Çiçekli,4,100,30,1,18000
 Yenimahalle , 25 Mart,4,90,30,2,16000
 Mamak , Aşık Veysel,4,120,38,6,17500
 Altındağ , Hacettepe,4,105,40,3,18000
 Çankaya , Birlik,2,65,4,2,25000
 Mamak , Hürel,4,110,20,3,17000
 Keçiören , Etlik,4,130,16,-1,19500
 Keçiören , Kuşcağız,4,120,21,1,13500
 Çankaya , Oğuzlar,3,60,2,6,35000
 Etimesgut , Piyade,4,120,15,1,19000
 Çankaya , İncesu,3,90,40,1,12000
 Çankaya , Anıttepe,3,85,40,2,22000
 Çankaya , Aydınlar,3,90,0,0,28000
 Çankaya , Kültür,4,130,30,4,30000
 Çankaya , Bağcılar,3,100,25,0,20000
 Çankaya , Umut,4,120,30,1,17000
 Yenimahalle , Pamuklar,4,120,25,3,16500
 Etimesgut , Turkuaz,3,110,1,1,23000
 Keçiören , Bademlik,3,120,18,-2,13500
 Gölbaşı , Eymir,4,120,13,5,23000
 Keçiören , Etlik,3,95,21,0,17000
 Çankaya , Zafertepe,4,120,18,1,23000
 Çankaya , Sokullu Mehmet Paşa,3,105,30,0,21000
 Çankaya , İleri,4,110,19,2,18000
 Gölbaşı , Seğmenler,3,120,5,3,30000
 Polatlı , Cumhuriyet,4,130,30,2,10000
 Polatlı , Şentepe,4,150,6,4,16000
 Keçiören , Etlik,4,150,16,1,22000
 Çankaya , Sancak,4,145,24,2,32000
 Yenimahalle , Beştepe,4,125,30,3,22000
 Çankaya , Harbiye,4,120,29,2,18500
 Pursaklar , Saray Fatih,5,170,7,4,25000
 Keçiören , Kanuni,4,125,8,2,18500
 Çankaya , Gaziosmanpaşa,3,150,30,0,42000
 Polatlı , Mehmet Akif,4,135,25,2,9500
 Çankaya , Şehit Cengiz Karaca,4,125,22,3,26000
 Çankaya , Alacaatlı,2,60,6,0,23750
 Yenimahalle , Emniyet,2,86,0,2,35000
 Çankaya , Yıldızevler,3,105,1,1,35500
 Keçiören , Etlik,5,160,19,4,27000
 Çankaya , Karapınar,4,140,21,2,39000
 Yenimahalle , Avcılar,5,165,7,8,28000
 Mamak , Şahintepe,4,120,15,6,15000
 Keçiören , Şenlik,4,125,20,0,26000
 Çankaya , Öveçler,4,125,25,1,30000
 Gölbaşı , İncek,3,90,0,6,23000
 Yenimahalle , Demetgül,4,110,30,6,14000
 Yenimahalle , Ata,2,75,4,2,16500
 Çankaya , Ayrancı,3,115,45,2,28000
 Çankaya , Fakülteler,4,125,33,2,25000
 Çankaya , Büyükesat,4,135,30,2,30000
 Çankaya , Şehit Cevdet Özdemir,3,80,28,0,20000
 Çankaya , Tınaztepe,4,95,39,1,20000
 Akyurt , Yeşiltepe,4,135,11,4,9500
 Gölbaşı , Taşpınar,4,100,0,3,25000
 Pursaklar , Yunus Emre,4,120,20,5,16500
 Çankaya , İncesu,3,60,15,2,30000
 Keçiören , Ayvalı,4,115,25,6,15000
 Sincan , Ertuğrulgazi,4,115,16,1,15000
 Yenimahalle , Demetgül,4,125,11,3,21000
 Çubuk , Cumhuriyet,4,135,15,6,14000
 Yenimahalle , Demetgül,2,120,40,1,14000
 Keçiören , Şehit Kubilay,4,130,15,2,18000
 Çankaya , Cebeci,3,125,35,1,19500
 Altındağ , Aydınlıkevler,4,100,50,0,13500
 Keçiören , Emrah,5,150,4,1,26000
 Sincan , Cumhuriyet,2,55,10,6,6000
 Altındağ , Aydınlıkevler,4,130,31,2,20000
 Çankaya , Yaşamkent,2,50,2,1,21000
 Mamak , Şahintepe,4,130,8,6,17250
 Gölbaşı , Seğmenler,4,130,16,4,25000
 Keçiören , Aşağı Eğlence,4,125,45,3,21500
 Yenimahalle , Kaletepe,4,135,50,3,15000
 Keçiören , Şenlik,4,110,40,6,18000
 Etimesgut , Eryaman,3,92,32,2,20500
 Çankaya , Remzi Oğuz Arık,4,135,35,2,32000
 Çankaya , Naci Çakır,4,125,10,2,24000
 Yenimahalle , İnönü,4,127,21,5,20000
 Etimesgut , Devlet,3,90,10,1,23000
 Çankaya , Gaziosmanpaşa,3,90,26,0,35000
 Çankaya , Kırkkonaklar,4,140,4,2,28000
 Çankaya , Huzur,4,125,21,3,26500
 Yenimahalle , Yeniçağ,3,110,23,0,12000
 Gölbaşı , Tulumtaş,4,135,16,2,15000
 Mamak , Kazım Orbay,3,90,15,1,20000
 Yenimahalle , Demetlale,4,110,25,3,15000
 Yenimahalle , İnönü,4,130,26,5,19500
 Çankaya , İşçi Blokları,3,95,30,0,19000
 Çankaya , Hilal,2,72,5,3,30000
 Çankaya , Yukarı Bahçelievler,3,85,50,1,25000
 Çankaya , Çamlıtepe,4,90,40,0,14000
 Yenimahalle , Pamuklar,5,150,0,3,30000
 Çankaya , Yukarı Bahçelievler,4,135,35,1,26000
 Çankaya , Çiğdem,3,86,3,1,40000
 Etimesgut , Bağlıca,2,44,6,2,22500
 Etimesgut , Alsancak,4,135,11,1,35000
 Çankaya , Aşağı Öveçler,4,110,25,0,15750
 Çankaya , Ayrancı,4,125,30,1,40000
 Çankaya , Birlik,3,75,0,1,26000
 Etimesgut , Eryaman,4,114,18,7,26000
 Mamak , Kayaş,3,100,50,3,15000
 Çankaya , Kırkkonaklar,2,55,0,3,22000
 Çankaya , Ön Cebeci,4,120,35,4,22000
 Çankaya , Küçükesat,3,100,42,0,19000
 Çankaya , Kırkkonaklar,2,85,13,2,22500
 Çankaya , Karapınar,4,140,18,4,28500
 Polatlı , Şehitlik,4,130,10,1,13000
 Polatlı , Cumhuriyet,4,135,20,2,12000
 Çankaya , İşçi Blokları,3,100,37,5,22500
 Mamak , Saimekadın,4,100,38,3,16000
 Çankaya , Mürsel Uluç,4,110,20,-1,16500
 Mamak , Abidinpaşa,4,100,35,2,16500
 Çankaya , Bayraktar,4,100,30,1,20000
 Yenimahalle , Tepealtı,4,150,20,1,26500
 Etimesgut , Ahi Mesut,5,180,5,1,40000
 Çankaya , Yukarı Dikmen,5,165,11,-1,25000
 Çankaya , Mürsel Uluç,4,155,27,3,26000
 Yenimahalle , Uğur Mumcu,3,100,29,1,18000
 Çankaya , Aşağı Öveçler,4,135,26,3,26000
 Etimesgut , Bağlıca,5,170,12,3,35000
 Çankaya , Anıttepe,4,125,31,1,30500
 Keçiören , Yayla,4,130,10,-1,16000
 Keçiören , Yakacık,4,120,30,6,20000
 Çankaya , Gaziosmanpaşa,2,60,1,0,27000
 Çankaya , Çukurambar,5,192,16,1,45000
 Yenimahalle , Kaletepe,4,150,5,2,25000
 Yenimahalle , Yeni Batı,5,192,0,7,37000
 Mamak , Zirvekent,3,85,15,0,9500
 Altındağ , Aydınlıkevler,4,110,42,3,20000
 Keçiören , Şenlik,4,120,30,3,18500
 Gölbaşı , İncek,2,49,0,0,13000
 Etimesgut , Şehit Osman Avcı,2,75,5,0,22000
 Çankaya , Mürsel Uluç,4,85,5,4,24000
 Elmadağ , Lalabel,5,110,20,1,10000
 Çankaya , Erzurum,4,120,40,2,23000
